STATE,year,type,race,sex,value
FL,2012,REFERRED,ASIAN,MALE,22
FL,2012,REFERRED,BLACK,FEMALE,23
FL,2012,REFERRED,BLACK,MALE,2205
FL,2012,REFERRED,HISPANIC,FEMALE,76
FL,2012,REFERRED,HISPANIC,MALE,793
FL,2012,REFERRED,WHITE,FEMALE,215
FL,2012,REFERRED,WHITE,MALE,2763
GA,2012,APPLICANTS,AMERICANINDIAN,FEMALE,
GA,2012,APPLICANTS,AMERICANINDIAN,MALE,
GA,2012,APPLICANTS,ASIAN,FEMALE,
GA,2012,APPLICANTS,ASIAN,MALE,
GA,2012,APPLICANTS,BLACK,FEMALE,23
GA,2012,APPLICANTS,BLACK,MALE,268
GA,2012,APPLICANTS,HISPANIC,FEMALE,
GA,2012,APPLICANTS,HISPANIC,MALE,27
GA,2012,APPLICANTS,WHITE,FEMALE,29
GA,2012,APPLICANTS,WHITE,MALE,647
GA,2012,MEMBERS,AMERICANINDIAN,FEMALE,
GA,2012,MEMBERS,AMERICANINDIAN,MALE,23
GA,2012,MEMBERS,ASIAN,FEMALE,
GA,2012,MEMBERS,ASIAN,MALE,33
GA,2012,MEMBERS,BLACK,FEMALE,117
GA,2012,MEMBERS,BLACK,MALE,2291
GA,2012,MEMBERS,HISPANIC,FEMALE,
GA,2012,MEMBERS,HISPANIC,MALE,165
GA,2012,MEMBERS,WHITE,FEMALE,144
GA,2012,MEMBERS,WHITE,MALE,9985
GA,2012,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
GA,2012,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,6
GA,2012,REFERRALAPPLICANTS,ASIAN,FEMALE,
GA,2012,REFERRALAPPLICANTS,ASIAN,MALE,6
GA,2012,REFERRALAPPLICANTS,BLACK,FEMALE,112
GA,2012,REFERRALAPPLICANTS,BLACK,MALE,1566
GA,2012,REFERRALAPPLICANTS,HISPANIC,FEMALE,
GA,2012,REFERRALAPPLICANTS,HISPANIC,MALE,22
GA,2012,REFERRALAPPLICANTS,WHITE,FEMALE,24
GA,2012,REFERRALAPPLICANTS,WHITE,MALE,687
GA,2012,REFERRALS,AMERICANINDIAN,FEMALE,
GA,2012,REFERRALS,AMERICANINDIAN,MALE,5
GA,2012,REFERRALS,ASIAN,FEMALE,
GA,2012,REFERRALS,ASIAN,MALE,5
GA,2012,REFERRALS,BLACK,FEMALE,942
GA,2012,REFERRALS,BLACK,MALE,22485
GA,2012,REFERRALS,HISPANIC,FEMALE,
GA,2012,REFERRALS,HISPANIC,MALE,25
GA,2012,REFERRALS,WHITE,FEMALE,28
GA,2012,REFERRALS,WHITE,MALE,1109
GA,2012,REFERRED,AMERICANINDIAN,FEMALE,
GA,2012,REFERRED,AMERICANINDIAN,MALE,5
GA,2012,REFERRED,ASIAN,FEMALE,
GA,2012,REFERRED,ASIAN,MALE,5
GA,2012,REFERRED,BLACK,FEMALE,83
GA,2012,REFERRED,BLACK,MALE,1407
GA,2012,REFERRED,HISPANIC,FEMALE,
GA,2012,REFERRED,HISPANIC,MALE,21
GA,2012,REFERRED,WHITE,FEMALE,28
GA,2012,REFERRED,WHITE,MALE,1009
IA,2012,APPLICANTS,AMERICANINDIAN,FEMALE,
IA,2012,APPLICANTS,AMERICANINDIAN,MALE,3
IA,2012,APPLICANTS,ASIAN,FEMALE,
IA,2012,APPLICANTS,ASIAN,MALE,
IA,2012,APPLICANTS,BLACK,FEMALE,
IA,2012,APPLICANTS,BLACK,MALE,38
IA,2012,APPLICANTS,HISPANIC,FEMALE,
IA,2012,APPLICANTS,HISPANIC,MALE,48
IA,2012,APPLICANTS,WHITE,FEMALE,21
IA,2012,APPLICANTS,WHITE,MALE,902
IA,2012,MEMBERS,AMERICANINDIAN,FEMALE,
IA,2012,MEMBERS,AMERICANINDIAN,MALE,30
IA,2012,MEMBERS,ASIAN,FEMALE,7
IA,2012,MEMBERS,ASIAN,MALE,15
IA,2012,MEMBERS,BLACK,FEMALE,
IA,2012,MEMBERS,BLACK,MALE,103
IA,2012,MEMBERS,HISPANIC,FEMALE,21
IA,2012,MEMBERS,HISPANIC,MALE,174
IA,2012,MEMBERS,WHITE,FEMALE,207
IA,2012,MEMBERS,WHITE,MALE,9649
IA,2012,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
IA,2012,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,8
IA,2012,REFERRALAPPLICANTS,ASIAN,FEMALE,
IA,2012,REFERRALAPPLICANTS,ASIAN,MALE,3
IA,2012,REFERRALAPPLICANTS,BLACK,FEMALE,
IA,2012,REFERRALAPPLICANTS,BLACK,MALE,10
IA,2012,REFERRALAPPLICANTS,HISPANIC,FEMALE,
IA,2012,REFERRALAPPLICANTS,HISPANIC,MALE,10
IA,2012,REFERRALAPPLICANTS,WHITE,FEMALE,6
IA,2012,REFERRALAPPLICANTS,WHITE,MALE,1054
IA,2012,REFERRALS,AMERICANINDIAN,FEMALE,
IA,2012,REFERRALS,AMERICANINDIAN,MALE,6
IA,2012,REFERRALS,ASIAN,FEMALE,
IA,2012,REFERRALS,ASIAN,MALE,6
IA,2012,REFERRALS,BLACK,FEMALE,
IA,2012,REFERRALS,BLACK,MALE,16
IA,2012,REFERRALS,HISPANIC,FEMALE,
IA,2012,REFERRALS,HISPANIC,MALE,18
IA,2012,REFERRALS,WHITE,FEMALE,12
IA,2012,REFERRALS,WHITE,MALE,1051
IA,2012,REFERRED,AMERICANINDIAN,FEMALE,
IA,2012,REFERRED,AMERICANINDIAN,MALE,6
IA,2012,REFERRED,ASIAN,FEMALE,
IA,2012,REFERRED,ASIAN,MALE,5
IA,2012,REFERRED,BLACK,FEMALE,
IA,2012,REFERRED,BLACK,MALE,16
IA,2012,REFERRED,HISPANIC,FEMALE,
IA,2012,REFERRED,HISPANIC,MALE,18
IA,2012,REFERRED,WHITE,FEMALE,9
IA,2012,REFERRED,WHITE,MALE,1025
ID,2012,APPLICANTS,AMERICANINDIAN,FEMALE,
ID,2012,APPLICANTS,AMERICANINDIAN,MALE,21
ID,2012,APPLICANTS,ASIAN,FEMALE,
ID,2012,APPLICANTS,ASIAN,MALE,
ID,2012,APPLICANTS,BLACK,FEMALE,
ID,2012,APPLICANTS,BLACK,MALE,
ID,2012,APPLICANTS,HISPANIC,FEMALE,5
ID,2012,APPLICANTS,HISPANIC,MALE,38
ID,2012,APPLICANTS,WHITE,FEMALE,4
ID,2012,APPLICANTS,WHITE,MALE,139
ID,2012,MEMBERS,AMERICANINDIAN,FEMALE,8
ID,2012,MEMBERS,AMERICANINDIAN,MALE,78
ID,2012,MEMBERS,ASIAN,FEMALE,5
ID,2012,MEMBERS,ASIAN,MALE,23
ID,2012,MEMBERS,BLACK,FEMALE,3
ID,2012,MEMBERS,BLACK,MALE,11
ID,2012,MEMBERS,HISPANIC,FEMALE,97
ID,2012,MEMBERS,HISPANIC,MALE,305
ID,2012,MEMBERS,WHITE,FEMALE,161
ID,2012,MEMBERS,WHITE,MALE,1710
ID,2012,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
ID,2012,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,16
ID,2012,REFERRALAPPLICANTS,ASIAN,FEMALE,
ID,2012,REFERRALAPPLICANTS,ASIAN,MALE,4
ID,2012,REFERRALAPPLICANTS,BLACK,FEMALE,
ID,2012,REFERRALAPPLICANTS,BLACK,MALE,
ID,2012,REFERRALAPPLICANTS,HISPANIC,FEMALE,
ID,2012,REFERRALAPPLICANTS,HISPANIC,MALE,32
ID,2012,REFERRALAPPLICANTS,WHITE,FEMALE,7
ID,2012,REFERRALAPPLICANTS,WHITE,MALE,709
ID,2012,REFERRALS,AMERICANINDIAN,FEMALE,
ID,2012,REFERRALS,AMERICANINDIAN,MALE,3
ID,2012,REFERRALS,ASIAN,FEMALE,
ID,2012,REFERRALS,ASIAN,MALE,4
ID,2012,REFERRALS,BLACK,FEMALE,
ID,2012,REFERRALS,BLACK,MALE,
ID,2012,REFERRALS,HISPANIC,FEMALE,
ID,2012,REFERRALS,HISPANIC,MALE,21
ID,2012,REFERRALS,WHITE,FEMALE,5
ID,2012,REFERRALS,WHITE,MALE,563
ID,2012,REFERRED,AMERICANINDIAN,FEMALE,
ID,2012,REFERRED,AMERICANINDIAN,MALE,3
ID,2012,REFERRED,ASIAN,FEMALE,
ID,2012,REFERRED,ASIAN,MALE,4
ID,2012,REFERRED,BLACK,FEMALE,
ID,2012,REFERRED,BLACK,MALE,
ID,2012,REFERRED,HISPANIC,FEMALE,
ID,2012,REFERRED,HISPANIC,MALE,21
ID,2012,REFERRED,WHITE,FEMALE,3
ID,2012,REFERRED,WHITE,MALE,560
IL,2012,APPLICANTS,AMERICANINDIAN,FEMALE,6
IL,2012,APPLICANTS,AMERICANINDIAN,MALE,81
IL,2012,APPLICANTS,ASIAN,FEMALE,33
IL,2012,APPLICANTS,ASIAN,MALE,2375
IL,2012,APPLICANTS,BLACK,FEMALE,185
IL,2012,APPLICANTS,BLACK,MALE,1206
IL,2012,APPLICANTS,HISPANIC,FEMALE,33
IL,2012,APPLICANTS,HISPANIC,MALE,581
IL,2012,APPLICANTS,WHITE,FEMALE,699
IL,2012,APPLICANTS,WHITE,MALE,20408
IL,2012,MEMBERS,AMERICANINDIAN,FEMALE,26
IL,2012,MEMBERS,AMERICANINDIAN,MALE,207
IL,2012,MEMBERS,ASIAN,FEMALE,43
IL,2012,MEMBERS,ASIAN,MALE,2392
IL,2012,MEMBERS,BLACK,FEMALE,567
IL,2012,MEMBERS,BLACK,MALE,4816
IL,2012,MEMBERS,HISPANIC,FEMALE,175
IL,2012,MEMBERS,HISPANIC,MALE,6037
IL,2012,MEMBERS,WHITE,FEMALE,3760
IL,2012,MEMBERS,WHITE,MALE,80439
IL,2012,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,8
IL,2012,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,66
IL,2012,REFERRALAPPLICANTS,ASIAN,FEMALE,32
IL,2012,REFERRALAPPLICANTS,ASIAN,MALE,2231
IL,2012,REFERRALAPPLICANTS,BLACK,FEMALE,95
IL,2012,REFERRALAPPLICANTS,BLACK,MALE,1482
IL,2012,REFERRALAPPLICANTS,HISPANIC,FEMALE,27
IL,2012,REFERRALAPPLICANTS,HISPANIC,MALE,820
IL,2012,REFERRALAPPLICANTS,WHITE,FEMALE,832
IL,2012,REFERRALAPPLICANTS,WHITE,MALE,15319
IL,2012,REFERRALS,AMERICANINDIAN,FEMALE,5
IL,2012,REFERRALS,AMERICANINDIAN,MALE,61
IL,2012,REFERRALS,ASIAN,FEMALE,3
IL,2012,REFERRALS,ASIAN,MALE,77
IL,2012,REFERRALS,BLACK,FEMALE,221
IL,2012,REFERRALS,BLACK,MALE,2241
IL,2012,REFERRALS,HISPANIC,FEMALE,73
IL,2012,REFERRALS,HISPANIC,MALE,736
IL,2012,REFERRALS,WHITE,FEMALE,1017
IL,2012,REFERRALS,WHITE,MALE,20235
IL,2012,REFERRED,AMERICANINDIAN,FEMALE,5
IL,2012,REFERRED,AMERICANINDIAN,MALE,52
IL,2012,REFERRED,ASIAN,FEMALE,
IL,2012,REFERRED,ASIAN,MALE,24
IL,2012,REFERRED,BLACK,FEMALE,91
IL,2012,REFERRED,BLACK,MALE,904
IL,2012,REFERRED,HISPANIC,FEMALE,33
IL,2012,REFERRED,HISPANIC,MALE,473
IL,2012,REFERRED,WHITE,FEMALE,539
IL,2012,REFERRED,WHITE,MALE,10280
IN,2012,APPLICANTS,AMERICANINDIAN,FEMALE,4
IN,2012,APPLICANTS,AMERICANINDIAN,MALE,5
IN,2012,APPLICANTS,ASIAN,FEMALE,
IN,2012,APPLICANTS,ASIAN,MALE,11
IN,2012,APPLICANTS,BLACK,FEMALE,18
IN,2012,APPLICANTS,BLACK,MALE,229
IN,2012,APPLICANTS,HISPANIC,FEMALE,21
IN,2012,APPLICANTS,HISPANIC,MALE,203
IN,2012,APPLICANTS,WHITE,FEMALE,93
IN,2012,APPLICANTS,WHITE,MALE,2692
IN,2012,MEMBERS,AMERICANINDIAN,FEMALE,12
IN,2012,MEMBERS,AMERICANINDIAN,MALE,113
IN,2012,MEMBERS,ASIAN,FEMALE,4
IN,2012,MEMBERS,ASIAN,MALE,52
IN,2012,MEMBERS,BLACK,FEMALE,41
IN,2012,MEMBERS,BLACK,MALE,1952
IN,2012,MEMBERS,HISPANIC,FEMALE,18
IN,2012,MEMBERS,HISPANIC,MALE,720
IN,2012,MEMBERS,WHITE,FEMALE,728
IN,2012,MEMBERS,WHITE,MALE,32792
IN,2012,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,5
IN,2012,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,38
IN,2012,REFERRALAPPLICANTS,ASIAN,FEMALE,
IN,2012,REFERRALAPPLICANTS,ASIAN,MALE,14
IN,2012,REFERRALAPPLICANTS,BLACK,FEMALE,14
IN,2012,REFERRALAPPLICANTS,BLACK,MALE,293
IN,2012,REFERRALAPPLICANTS,HISPANIC,FEMALE,5
IN,2012,REFERRALAPPLICANTS,HISPANIC,MALE,135
IN,2012,REFERRALAPPLICANTS,WHITE,FEMALE,172
IN,2012,REFERRALAPPLICANTS,WHITE,MALE,6252
IN,2012,REFERRALS,AMERICANINDIAN,FEMALE,
IN,2012,REFERRALS,AMERICANINDIAN,MALE,28
IN,2012,REFERRALS,ASIAN,FEMALE,
IN,2012,REFERRALS,ASIAN,MALE,5
IN,2012,REFERRALS,BLACK,FEMALE,18
IN,2012,REFERRALS,BLACK,MALE,227
IN,2012,REFERRALS,HISPANIC,FEMALE,5
IN,2012,REFERRALS,HISPANIC,MALE,131
IN,2012,REFERRALS,WHITE,FEMALE,108
IN,2012,REFERRALS,WHITE,MALE,4412
IN,2012,REFERRED,AMERICANINDIAN,FEMALE,
IN,2012,REFERRED,AMERICANINDIAN,MALE,22
IN,2012,REFERRED,ASIAN,FEMALE,
IN,2012,REFERRED,ASIAN,MALE,5
IN,2012,REFERRED,BLACK,FEMALE,14
IN,2012,REFERRED,BLACK,MALE,193
IN,2012,REFERRED,HISPANIC,FEMALE,5
IN,2012,REFERRED,HISPANIC,MALE,111
IN,2012,REFERRED,WHITE,FEMALE,84
IN,2012,REFERRED,WHITE,MALE,3845
KS,2012,APPLICANTS,AMERICANINDIAN,FEMALE,
KS,2012,APPLICANTS,AMERICANINDIAN,MALE,
KS,2012,APPLICANTS,ASIAN,FEMALE,
KS,2012,APPLICANTS,ASIAN,MALE,
KS,2012,APPLICANTS,BLACK,FEMALE,
KS,2012,APPLICANTS,BLACK,MALE,17
KS,2012,APPLICANTS,HISPANIC,FEMALE,
KS,2012,APPLICANTS,HISPANIC,MALE,43
KS,2012,APPLICANTS,WHITE,FEMALE,6
KS,2012,APPLICANTS,WHITE,MALE,319
KS,2012,MEMBERS,AMERICANINDIAN,FEMALE,
KS,2012,MEMBERS,AMERICANINDIAN,MALE,34
KS,2012,MEMBERS,ASIAN,FEMALE,
KS,2012,MEMBERS,ASIAN,MALE,10
KS,2012,MEMBERS,BLACK,FEMALE,5
KS,2012,MEMBERS,BLACK,MALE,165
KS,2012,MEMBERS,HISPANIC,FEMALE,
KS,2012,MEMBERS,HISPANIC,MALE,317
KS,2012,MEMBERS,WHITE,FEMALE,86
KS,2012,MEMBERS,WHITE,MALE,4649
KS,2012,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
KS,2012,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,
KS,2012,REFERRALAPPLICANTS,ASIAN,FEMALE,
KS,2012,REFERRALAPPLICANTS,ASIAN,MALE,
KS,2012,REFERRALAPPLICANTS,BLACK,FEMALE,
KS,2012,REFERRALAPPLICANTS,BLACK,MALE,31
KS,2012,REFERRALAPPLICANTS,HISPANIC,FEMALE,
KS,2012,REFERRALAPPLICANTS,HISPANIC,MALE,63
KS,2012,REFERRALAPPLICANTS,WHITE,FEMALE,15
KS,2012,REFERRALAPPLICANTS,WHITE,MALE,541
KS,2012,REFERRALS,AMERICANINDIAN,FEMALE,
KS,2012,REFERRALS,AMERICANINDIAN,MALE,4
KS,2012,REFERRALS,ASIAN,FEMALE,
KS,2012,REFERRALS,ASIAN,MALE,
KS,2012,REFERRALS,BLACK,FEMALE,
KS,2012,REFERRALS,BLACK,MALE,17
KS,2012,REFERRALS,HISPANIC,FEMALE,
KS,2012,REFERRALS,HISPANIC,MALE,32
KS,2012,REFERRALS,WHITE,FEMALE,4
KS,2012,REFERRALS,WHITE,MALE,399
KS,2012,REFERRED,AMERICANINDIAN,FEMALE,
KS,2012,REFERRED,AMERICANINDIAN,MALE,4
KS,2012,REFERRED,ASIAN,FEMALE,
KS,2012,REFERRED,ASIAN,MALE,
KS,2012,REFERRED,BLACK,FEMALE,
KS,2012,REFERRED,BLACK,MALE,17
KS,2012,REFERRED,HISPANIC,FEMALE,
KS,2012,REFERRED,HISPANIC,MALE,32
KS,2012,REFERRED,WHITE,FEMALE,4
KS,2012,REFERRED,WHITE,MALE,399
KY,2012,APPLICANTS,AMERICANINDIAN,FEMALE,
KY,2012,APPLICANTS,AMERICANINDIAN,MALE,13
KY,2012,APPLICANTS,ASIAN,FEMALE,
KY,2012,APPLICANTS,ASIAN,MALE,5
KY,2012,APPLICANTS,BLACK,FEMALE,38
KY,2012,APPLICANTS,BLACK,MALE,175
KY,2012,APPLICANTS,HISPANIC,FEMALE,
KY,2012,APPLICANTS,HISPANIC,MALE,65
KY,2012,APPLICANTS,WHITE,FEMALE,103
KY,2012,APPLICANTS,WHITE,MALE,2037
KY,2012,MEMBERS,AMERICANINDIAN,FEMALE,4
KY,2012,MEMBERS,AMERICANINDIAN,MALE,42
KY,2012,MEMBERS,ASIAN,FEMALE,
KY,2012,MEMBERS,ASIAN,MALE,9
KY,2012,MEMBERS,BLACK,FEMALE,29
KY,2012,MEMBERS,BLACK,MALE,291
KY,2012,MEMBERS,HISPANIC,FEMALE,
KY,2012,MEMBERS,HISPANIC,MALE,103
KY,2012,MEMBERS,WHITE,FEMALE,361
KY,2012,MEMBERS,WHITE,MALE,14138
KY,2012,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
KY,2012,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,4
KY,2012,REFERRALAPPLICANTS,ASIAN,FEMALE,
KY,2012,REFERRALAPPLICANTS,ASIAN,MALE,
KY,2012,REFERRALAPPLICANTS,BLACK,FEMALE,9
KY,2012,REFERRALAPPLICANTS,BLACK,MALE,55
KY,2012,REFERRALAPPLICANTS,HISPANIC,FEMALE,
KY,2012,REFERRALAPPLICANTS,HISPANIC,MALE,18
KY,2012,REFERRALAPPLICANTS,WHITE,FEMALE,73
KY,2012,REFERRALAPPLICANTS,WHITE,MALE,1989
KY,2012,REFERRALS,AMERICANINDIAN,FEMALE,
KY,2012,REFERRALS,AMERICANINDIAN,MALE,5
KY,2012,REFERRALS,ASIAN,FEMALE,
KY,2012,REFERRALS,ASIAN,MALE,
KY,2012,REFERRALS,BLACK,FEMALE,12
KY,2012,REFERRALS,BLACK,MALE,57
KY,2012,REFERRALS,HISPANIC,FEMALE,
KY,2012,REFERRALS,HISPANIC,MALE,13
KY,2012,REFERRALS,WHITE,FEMALE,55
KY,2012,REFERRALS,WHITE,MALE,1278
KY,2012,REFERRED,AMERICANINDIAN,FEMALE,
KY,2012,REFERRED,AMERICANINDIAN,MALE,4
KY,2012,REFERRED,ASIAN,FEMALE,
KY,2012,REFERRED,ASIAN,MALE,
KY,2012,REFERRED,BLACK,FEMALE,11
KY,2012,REFERRED,BLACK,MALE,54
KY,2012,REFERRED,HISPANIC,FEMALE,
KY,2012,REFERRED,HISPANIC,MALE,12
KY,2012,REFERRED,WHITE,FEMALE,53
KY,2012,REFERRED,WHITE,MALE,1158
LA,2012,APPLICANTS,AMERICANINDIAN,FEMALE,
LA,2012,APPLICANTS,AMERICANINDIAN,MALE,
LA,2012,APPLICANTS,ASIAN,FEMALE,
LA,2012,APPLICANTS,ASIAN,MALE,
LA,2012,APPLICANTS,BLACK,FEMALE,193
LA,2012,APPLICANTS,BLACK,MALE,501
LA,2012,APPLICANTS,HISPANIC,FEMALE,
LA,2012,APPLICANTS,HISPANIC,MALE,83
LA,2012,APPLICANTS,WHITE,FEMALE,34
LA,2012,APPLICANTS,WHITE,MALE,754
LA,2012,MEMBERS,AMERICANINDIAN,FEMALE,3
LA,2012,MEMBERS,AMERICANINDIAN,MALE,34
LA,2012,MEMBERS,ASIAN,FEMALE,
LA,2012,MEMBERS,ASIAN,MALE,33
LA,2012,MEMBERS,BLACK,FEMALE,459
LA,2012,MEMBERS,BLACK,MALE,3799
LA,2012,MEMBERS,HISPANIC,FEMALE,19
LA,2012,MEMBERS,HISPANIC,MALE,531
LA,2012,MEMBERS,WHITE,FEMALE,320
LA,2012,MEMBERS,WHITE,MALE,9583
LA,2012,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
LA,2012,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,
LA,2012,REFERRALAPPLICANTS,ASIAN,FEMALE,
LA,2012,REFERRALAPPLICANTS,ASIAN,MALE,
LA,2012,REFERRALAPPLICANTS,BLACK,FEMALE,10
LA,2012,REFERRALAPPLICANTS,BLACK,MALE,419
LA,2012,REFERRALAPPLICANTS,HISPANIC,FEMALE,4
LA,2012,REFERRALAPPLICANTS,HISPANIC,MALE,87
LA,2012,REFERRALAPPLICANTS,WHITE,FEMALE,77
LA,2012,REFERRALAPPLICANTS,WHITE,MALE,3518
LA,2012,REFERRALS,AMERICANINDIAN,FEMALE,
LA,2012,REFERRALS,AMERICANINDIAN,MALE,4
LA,2012,REFERRALS,ASIAN,FEMALE,
LA,2012,REFERRALS,ASIAN,MALE,
LA,2012,REFERRALS,BLACK,FEMALE,51
LA,2012,REFERRALS,BLACK,MALE,323
LA,2012,REFERRALS,HISPANIC,FEMALE,
LA,2012,REFERRALS,HISPANIC,MALE,46
LA,2012,REFERRALS,WHITE,FEMALE,23
LA,2012,REFERRALS,WHITE,MALE,746
LA,2012,REFERRED,AMERICANINDIAN,FEMALE,
LA,2012,REFERRED,AMERICANINDIAN,MALE,4
LA,2012,REFERRED,ASIAN,FEMALE,
LA,2012,REFERRED,ASIAN,MALE,
LA,2012,REFERRED,BLACK,FEMALE,16
LA,2012,REFERRED,BLACK,MALE,307
LA,2012,REFERRED,HISPANIC,FEMALE,
LA,2012,REFERRED,HISPANIC,MALE,42
LA,2012,REFERRED,WHITE,FEMALE,23
LA,2012,REFERRED,WHITE,MALE,715
MA,2012,APPLICANTS,AMERICANINDIAN,FEMALE,
MA,2012,APPLICANTS,AMERICANINDIAN,MALE,37
MA,2012,APPLICANTS,ASIAN,FEMALE,
MA,2012,APPLICANTS,ASIAN,MALE,22
MA,2012,APPLICANTS,BLACK,FEMALE,56
MA,2012,APPLICANTS,BLACK,MALE,185
MA,2012,APPLICANTS,HISPANIC,FEMALE,19
MA,2012,APPLICANTS,HISPANIC,MALE,157
MA,2012,APPLICANTS,WHITE,FEMALE,56
MA,2012,APPLICANTS,WHITE,MALE,905
MA,2012,MEMBERS,AMERICANINDIAN,FEMALE,
MA,2012,MEMBERS,AMERICANINDIAN,MALE,25
MA,2012,MEMBERS,ASIAN,FEMALE,
MA,2012,MEMBERS,ASIAN,MALE,164
MA,2012,MEMBERS,BLACK,FEMALE,61
MA,2012,MEMBERS,BLACK,MALE,1023
MA,2012,MEMBERS,HISPANIC,FEMALE,17
MA,2012,MEMBERS,HISPANIC,MALE,865
MA,2012,MEMBERS,WHITE,FEMALE,349
MA,2012,MEMBERS,WHITE,MALE,18883
MA,2012,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
MA,2012,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,4
MA,2012,REFERRALAPPLICANTS,ASIAN,FEMALE,
MA,2012,REFERRALAPPLICANTS,ASIAN,MALE,15
MA,2012,REFERRALAPPLICANTS,BLACK,FEMALE,4
MA,2012,REFERRALAPPLICANTS,BLACK,MALE,47
MA,2012,REFERRALAPPLICANTS,HISPANIC,FEMALE,3
MA,2012,REFERRALAPPLICANTS,HISPANIC,MALE,76
MA,2012,REFERRALAPPLICANTS,WHITE,FEMALE,26
MA,2012,REFERRALAPPLICANTS,WHITE,MALE,1047
MA,2012,REFERRALS,AMERICANINDIAN,FEMALE,
MA,2012,REFERRALS,AMERICANINDIAN,MALE,6
MA,2012,REFERRALS,ASIAN,FEMALE,
MA,2012,REFERRALS,ASIAN,MALE,24
MA,2012,REFERRALS,BLACK,FEMALE,11
MA,2012,REFERRALS,BLACK,MALE,84
MA,2012,REFERRALS,HISPANIC,FEMALE,
MA,2012,REFERRALS,HISPANIC,MALE,91
MA,2012,REFERRALS,WHITE,FEMALE,28
MA,2012,REFERRALS,WHITE,MALE,1367
MA,2012,REFERRED,AMERICANINDIAN,FEMALE,
MA,2012,REFERRED,AMERICANINDIAN,MALE,5
MA,2012,REFERRED,ASIAN,FEMALE,
MA,2012,REFERRED,ASIAN,MALE,16
MA,2012,REFERRED,BLACK,FEMALE,11
MA,2012,REFERRED,BLACK,MALE,81
MA,2012,REFERRED,HISPANIC,FEMALE,
MA,2012,REFERRED,HISPANIC,MALE,85
MA,2012,REFERRED,WHITE,FEMALE,24
MA,2012,REFERRED,WHITE,MALE,1213
MD,2012,APPLICANTS,AMERICANINDIAN,FEMALE,
MD,2012,APPLICANTS,AMERICANINDIAN,MALE,23
MD,2012,APPLICANTS,ASIAN,FEMALE,
MD,2012,APPLICANTS,ASIAN,MALE,36
MD,2012,APPLICANTS,BLACK,FEMALE,40
MD,2012,APPLICANTS,BLACK,MALE,1010
MD,2012,APPLICANTS,HISPANIC,FEMALE,8
MD,2012,APPLICANTS,HISPANIC,MALE,213
MD,2012,APPLICANTS,WHITE,FEMALE,23
MD,2012,APPLICANTS,WHITE,MALE,1332
MD,2012,MEMBERS,AMERICANINDIAN,FEMALE,4
MD,2012,MEMBERS,AMERICANINDIAN,MALE,109
MD,2012,MEMBERS,ASIAN,FEMALE,9
MD,2012,MEMBERS,ASIAN,MALE,206
MD,2012,MEMBERS,BLACK,FEMALE,81
MD,2012,MEMBERS,BLACK,MALE,4305
MD,2012,MEMBERS,HISPANIC,FEMALE,33
MD,2012,MEMBERS,HISPANIC,MALE,1678
MD,2012,MEMBERS,WHITE,FEMALE,200
MD,2012,MEMBERS,WHITE,MALE,16578
MD,2012,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
MD,2012,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,8
MD,2012,REFERRALAPPLICANTS,ASIAN,FEMALE,
MD,2012,REFERRALAPPLICANTS,ASIAN,MALE,10
MD,2012,REFERRALAPPLICANTS,BLACK,FEMALE,7
MD,2012,REFERRALAPPLICANTS,BLACK,MALE,408
MD,2012,REFERRALAPPLICANTS,HISPANIC,FEMALE,
MD,2012,REFERRALAPPLICANTS,HISPANIC,MALE,84
MD,2012,REFERRALAPPLICANTS,WHITE,FEMALE,13
MD,2012,REFERRALAPPLICANTS,WHITE,MALE,993
MD,2012,REFERRALS,AMERICANINDIAN,FEMALE,
MD,2012,REFERRALS,AMERICANINDIAN,MALE,15
MD,2012,REFERRALS,ASIAN,FEMALE,
MD,2012,REFERRALS,ASIAN,MALE,11
MD,2012,REFERRALS,BLACK,FEMALE,6
MD,2012,REFERRALS,BLACK,MALE,375
MD,2012,REFERRALS,HISPANIC,FEMALE,
MD,2012,REFERRALS,HISPANIC,MALE,65
MD,2012,REFERRALS,WHITE,FEMALE,27
MD,2012,REFERRALS,WHITE,MALE,892
MD,2012,REFERRED,AMERICANINDIAN,FEMALE,
MD,2012,REFERRED,AMERICANINDIAN,MALE,14
